title,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embeddings
Hitungan Kenaikan Harga Mobil Baru Usai Kena PPN 12 Persen dan Opsen,"Harga mobil baru pada 2025 diprediksi bisa melonjak hingga 150 persen dari off the road jika terjadi kenaikan Pajak Pertambahan Nilai (PPN) 12 persen dan kebijakan opsen pajak diberlakukan. Kenaikan harga setinggi itu diprediksi Peneliti senior Lembaga Penyelidikan Ekonomi dan Masyarakat Fakultas Ekonomi dan Bisnis Universitas Indonesia atau LPEM FEB UI Riyanto. Dia bilang dampaknya masyarakat akan menahan pembelian mobil baru. ""Dengan PPN 11 persen saja penjualan tahun ini sudah jauh di bawah tahun 2023. Jadi tahun 2025 pasar tidak akan jauh beda dengan tahun ini,"" kata dia, Jumat (29/11). Riyanto memprediksi penjualan mobil baru di tahun depan akan merosot tajam akibat penambahan dua komponen pajak itu lantaran harganya bakal meningkat. Dia menjelaskan pada kondisi normal, yaitu tanpa kenaikan PPN dan opsen pajak, harga on the road mobil baru, yang merupakan harga beli masyarakat, sekitar 40 persen lebih tinggi dari harga off the road. Off the road atau harga kosong merupakan istilah untuk harga mobil yang belum dikenakan pajak-pajak yang membuatnya legal digunakan di jalan, ini termasuk BPKB, STNK dan bisa PPN. ""Estimasi saya jika ditambah dengan opsen PKB dan BBNKB, maka total pajak mobil baru menjadi sekitar 50 persen, sehingga harga OTR (on the road) menjadi 150 persen dari harga off the road,"" kata Riyanto. Riyanto juga menjelaskan kenaikan harga mobil baru ini akan merata terjadi di berbagai daerah meski nilai BBNKB yang ditetapkan pemerintah daerah berbeda-beda.",1495,228,373.75,"[ 0.01441853 -0.14254671 -0.7087985  ...  0.66121805  0.2856225
 -0.8299483 ]"
Hitungan Kenaikan Harga Mobil Baru Usai Kena PPN 12 Persen dan Opsen,"Hal ini lantaran mobil baru merupakan menjadi salah satu ladang uang bagi daerah untuk mendapat pendapatan asli daerah (PAD). Praktis, penjualan mobil baru di tahun 2025 diprediksi akan merosot menjadi sekitar 12 persen, menjadi sekira 700-750 ribu unit. ""Jadi harga mobil rata-rata akan naik sekitar 8 persen. Dengan elastisitas -1.5 persen, maka penjualan diperkirakan akan turun sekitar 12 persen dari tahun 2024 (ceteris paribus ya), jadi penjualan tahun 2025 diperkirakan sekitar 700 ribu sampai dengan 750 ribu unit,"" sebut Riyanto, dikutip dariCNBC Indonesia.",566,83,141.5,"[-0.7164948   0.02488139 -0.63073844 ...  0.96001995  0.01224548
 -0.7180278 ]"
"Siap-siap, Pemerintah Umumkan PPN Naik Jadi 12 Persen Pekan Depan","Pemerintah bakal mengumumkan kenaikan Pajak Pertambahan Nilai (PPN) dari 11 persen menjadi 12 persen di 2025 pada pekan depan. Rencana pengumuman kenaikan PPN jadu 12 persen itu diungkap Menurut Menteri Koordinator Perekonomian Airlangga Hartarto. ""Nanti diumumkan minggu depan, disimulasikan dulu,"" kata dia ditemui di Kantor Kemenko Bidang Perekonomian, Selasa (3/12) dikutipdetikfinance. Namun Airlangga tak merinci siapa yang akan mengumukan kenaikan PPN tersebut. Apakah akan langsung diumumkan oleh Presiden Prabowo Subianto atau lainnya. ""Kita ini juga akan laporkan ke beliau (Prabowo),"" ujarnya. Selain soal PPN, Airlangga menjelaskan pada pekan depan pemerintah juga bakal mengumumkan kebijakan fiskal lainnya. Misalnya, soal insentif Pajak Penjualan atas Barang Mewah (PPnBM) kendaraan dan Pajak Pertambahan Nilai Ditanggung Pemerintah (PPN DTP). Menurut Airlangga deretan kebijakan fiskal itu akan dimatangkan, apakah akan dilanjutkan pada tahun depan. Kebijakan fiskal lainnya yang bakal diumumkan pekan depan terkait adanya insentif baru untuk industri padat karya. """,1081,145,270.25,"[-0.14347048  0.18157858 -0.11960021 ...  0.63859457  0.28162503
 -0.42369696]"
"Siap-siap, Pemerintah Umumkan PPN Naik Jadi 12 Persen Pekan Depan","Kita bahas juga insentif untuk misalnya industri padat karya, untuk revitalisasi permesinan di mana kita minta untuk dihitung kembali, scheme-nya. Insentif ini agar industri padat karya itu mempunyai daya saing. Karena kalau dia tidak berdaya saing tentu akan kalah dengan industri yang baru berinvestasi,"" pungkasnya. Kementerian Keuangan (Kemenkeu) memberikan sinyal kuat bahwa Pajak Pertambahan Nilai (PPN) tetap naik dari 11 persen menjadi 12 persen mulai 1 Januari 2025. Hal ini disampaikan oleh Staf Ahli Kementerian Keuangan Parjiono dalam acara Sarasehan 100 Ekonom Indonesia yang digelar oleh INDEF di Jakarta, Selasa (3/12/2024). ""Jadi kita masih dalam proses ke sana, artinya akan berlanjut. Namun, untuk menjaga daya beli masyarakat, pengecualian atau exception-nya sudah jelas untuk masyarakat miskin, kesehatan, pendidikan, dan sektor terkait lainnya,"" kataParjiono. Ia menegaskan bahwa penerapan PPN 12 persen akan tetap diiringi dengan penguatan subsidi sebagai jaring pengaman sosial untuk kelompok rentan. Sementara itu, insentif perpajakan akan difokuskan kepada kelas menengah dan atas. ""Daya beli menjadi salah satu proses yang kita perkuat melalui subsidi dan jaring pengaman sosial,"" tambahnya.",1217,169,304.25,[0.06425213 0.19346665 0.00128015 ... 0.5072621  0.31852672 0.06390321]
Jurus Bank Mega Syariah Hadapi Rencana Kenaikan PPN 12 Persen,"Bank Mega Syariahsiapkan jurus hadapi rencana kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen mulai 1 Januari 2025. Risk Management Division Head Bank Mega Syariah Rundi Dhema Perkasa mengatakan terus memantau kondisi pasar dan ekonomi secara aktif serta menyesuaikan strategi bisnis dengan tren yang tengah berkembang, terutama dalam menghadapi potensi penurunan permintaan pembiayaan di segmen tertentu. Menurutnya, Bank Mega Syariah telah mempersiapkan diversifikasi portofolio pembiayaan yang lebih luas, termasuk memperkuat segmen yang memiliki risiko lebih rendah dan potensi pertumbuhan yang stabil. ""Bank Mega Syariah telah menerapkan pengelolaan risiko yang komprehensif dan proaktif. MelaluiRisk Acceptance Criteria(RAC), kami memastikan pemberian pembiayaan dilakukan dengan sangat selektif berdasarkan prinsip kehati-hatian,"" ujarnya dalam keterangan tertulis yang dikutip Selasa (3/12). Selain itu, ia menekankan Bank Mega Syariah secara konsisten menerapkan prinsip 5C (character, capacity, capital, collateral, dan condition) untuk menilai kelayakan pembiayaan. ""Sehingga risiko gagal bayar dapat diminimalkan,"" jelas Rundi. Dalam menghadapi tantangan ekonomi yang semakin dinamis, Bank Mega Syariah berkomitmen untuk mempertahankan rasio NPF di bawahrisk appetitedan menjaga pertumbuhan pembiayaan yang berkualitas melalui mitigasi risiko yang konsisten serta pengelolaan portofolio yangprudent. Di tengah berbagai tantangan eksternal, Mega Syariah juga fokus pada pengembangan layanan dan produk yang inovatif. Strategi tersebut bertujuan untuk menjangkau segmen pasar yang lebih luas, khususnya di sektor konsumer, yang mencatatkan pertumbuhan signifikan.",1682,210,420.5,"[ 0.2972566   0.15676312 -0.31471106 ...  0.14261493  0.29750207
 -0.94227916]"
Jurus Bank Mega Syariah Hadapi Rencana Kenaikan PPN 12 Persen,"Pembiayaan konsumer hingga September 2024 tercatat mencapai Rp382,5 miliar, tumbuh 24,07 persen dibandingkan September 2023 (year on year/ yoy). Selain itu, segmen kartu pembiayaan atau Syariah Card juga mencatatkan pertumbuhan sangat baik sebesar 686 persen (yoy). Secara keseluruhan, total pembiayaan Bank Mega Syariah mencapai Rp7,2 triliun per September 2024. Bank Mega Syariah juga berhasil menjaga kualitas pembiayaannya dengan rasionon-performing financing(NPF)grossper September 2024 sebesar 0,91 persen, turun dibandingkan posisi September 2023 yang mencapai 0,95 persen. ""Dengan fokus pada inovasi, pengelolaan risiko yang ketat, dan pengembangan portofolio yang sehat, Bank Mega Syariah optimistis bahwa strategi yang telah diterapkan akan memperkuat daya tahan bank terhadap tantangan ekonomi di 2025,"" pungkas Rundi.",829,108,207.25,"[ 0.33419845  0.0507404   0.13761027 ...  0.30738    -0.05329376
 -0.96025014]"
"PPN 12 Persen, Harga Mobil LCGC Meroket Tembus Rp200 Juta","Kenaikan PPN 12 persen tahun depan berpotensi mengerek harga mobil barulow cost green car(LCGC) hingga Rp200 jutaan. Harga LCGC sendiri saat ini dikontrol pemerintah agar tetap bersahabat di kantong masyarakat. Industri otomotif nasional pada 2025 dihadapkan oleh sejumlah tantangan seperti kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen. Batu ganjalan belum termasuk ketentuan opsen pajak kendaraan bermotor yang disahkan berlaku awal tahun depan. ""Tahun depan kan PPN akan naik, estimasi kenaikannya buat mobil seperti Calya-Agya itu hampir Rp 17-an juta. Jadi harganya (mobil LCGC) tembus Rp 200 jutaan,"" kata tenaga penjual tersebut ditemui di arena GJAW 2024, ICE BSD City, Tangerang dikutip daridetik, Selasa (3/12). Mobil LCGC paling mahal yakni Agya tipe G dan Calya tipe G dijual Rp190 jutaanon the roadmenurut situs resmi Toyota. Jika ditambah PPN 12 persen maka harganya naik belasan juta rupiah. Selain PPN 12 persen, industri otomotif juga bakal ""dijegal"" opsen diterapkan mulai 5 Januari 2025. Opsen adalah pungutan tambahan pajak yang dilakukan pemerintahan kabupaten atau kota yang diprediksi bisa mendongkrak harga jual kendaraan baru.",1162,170,290.5,"[-0.03754311  0.1264373  -0.72033066 ...  0.66969293 -0.06445532
 -0.32378042]"
"PPN 12 Persen, Harga Mobil LCGC Meroket Tembus Rp200 Juta","Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) menegaskan penjualan kendaraan roda empat dan lebih di Indonesia pada 2025 potensi terkoreksi hingga 500 unit ribuan bila PPN 12 persen dan opsen diberlakukan. Untuk diketahui, penjualan kendaraan terburuk selama 10 tahun terakhir terjadi saat situasi pandemi Covid-19 pada 2020. ""Kalau itu diberlakukan, pasti turunnya akan tajam. Pada tahun ini saja, kita sudah revisi target dari 1 juta unit ke 850 ribu unit. Kalau ada opsen pajak dan PPN 12 persen, bisa jadi kita akan sama dengan saat pandemi, yaitu sekitar 500 ribu,"" kata Kukuh Kumara, Sekretaris Gaikindo, Senin (25/11). Pada 2024, Gaikindo memprediksi penjualan mobil hanya bisa mencapai 850 ribu unit, itu pun setelah dikoreksi dari 1 juta unit. Penjualan mobil dalam negeri tertinggi terjadi pada 2013 sebanyak 1,2 juta unit.",845,128,211.25,"[ 0.16344288  0.20215207 -0.32383344 ...  0.28071463  0.66530234
 -0.11893228]"
Eks Dirjen Pajak Pun Ikut Desak Prabowo Batalkan PPN 12 Persen,"Mantan Direktur Jenderal (Dirjen)PajakHadi Poernomo mendesak PresidenPrabowo Subiantountuk tak hanya menunda tapi juga membatalkan rencana kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen mulai 1 Januari 2025. Jika bisa, ia meminta PPN kembali ke 10 persen. Menurut Hadi, pembatalan perlu dilakukan demi melindungi daya beli rakyat kecil dan mendorong pemerataan ekonomi. ""Mengandalkan PPN sebagai sumber utama hanya akan membebani masyarakat kecil yang mayoritas pendapatannya untuk konsumsi,"" ujar Hadi dalam keterangan tertulis, Senin (2/12). Ia mengatakan pembatalan bisa dilakukan dengan menerbitkan Peraturan Pemerintah Pengganti Undang-undang (Perppu) agar ketetapan tarif PPN 12 persen yang ada dalam UU HPP bisa dibatalkan. ""Penerbitan Perppu dapat dilakukan untuk mencegah kenaikan tarif PPN. Karena ini kan sudah diatur undang-undang di UU HPP,"" imbuh Hadi yang juga merupakan Ketua Badan Pemeriksa Keuangan (BPK) Periode 2009-2014. Lanjutnya, pemerintah masih ada waktu satu bulan menyusun perppu untuk membatalkan aturan tersebut. ""Waktu yang singkat ini masih bisa dilakukan pemerintah dengan menerbitkan perppu, karena hanya membutuhkan persetujuan dari Presiden Prabowo Subianto,"" jelasnya. Hadi mengusulkan agar PPN kembali ke 10 persen dengan syarat sistem perpajakan diubah dariself-assessmentmenjadimonitoring self-assessment.",1354,176,338.5,"[-0.64347637  0.35151803 -0.562562   ...  0.87139845  0.231376
  0.7421268 ]"
Eks Dirjen Pajak Pun Ikut Desak Prabowo Batalkan PPN 12 Persen,"Dengan adanya monitoring, maka seluruh transaksi keuangan dan non-keuangan Wajib Pajak wajib dilaporkan secara lengkap dan transparan. ""Sehingga pajak bukan hanya sebagai sumber utama pendapatan negara, tetapi juga alat yang sangat strategis untuk memberantas korupsi dan melunasi semua utang negara,"" pungkasnya. Pemerintah berencana menaikkan PPN dari 11 persen menjadi 12 persen mulai tahun depan. Kenaikan PPN itu diatur dalam UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, PPN ditetapkan naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. Kenaikan sudah mendapatkan tentangan dari masyarakat, buruh dan pengusaha.",673,95,168.25,"[-0.14101064  0.1356249   0.16812748 ...  0.7631406   0.11720534
 -0.99830437]"
"PPN 12 Persen Hambat Penjualan Mobil Baru Diundur, Ini Respons Penjual","Tenaga penjual (sales) mobil baru dari berbagai merek di pameran otomotif Gaikindo Jakarta Auto Week (GJAW) 2024 merespons diundurnya kenaikan Pajak Pertambahan Nilai (PPN)12 persen. Putra, tenaga penjual Suzuki menilai PPN 12 persen diundur bisa membantu meningkatkan daya beli masyarakat. ""Bagus sih, kalau memang diundur ya. Jadi mungkin pangsa pasar mobilnya akan lebih ramai lagi. Soalnya banyak konsumen yang bilang 'Wah Mas, nanti harganya naik dong, berdampak besar ya?Nanti dulu deh,' kata Putra saat ditemuiCNNIndonesia.com, Kamis (29/11). Kemudian tenaga penjual Daihatsu, Gabriel merasa bersyukur dengan adanya penundaan kenaikan PPN 12 persen. Menurutnya, kenaikan PPN berpotensi membebani masyarakat yang berniat membeli mobil, sehingga bisa berdampak pada industri otomotif. ""Dengan naiknya harga OTR, terus naiknya harga bunga, segala macam, pasti itu merugikan juga buat kita, sebagai sales dan sebagai konsumen juga. Jadi ya, sangat bersyukur sih sebenarnya bisa diundur dulu,"" tutur Gabriel.",1010,140,252.5,"[ 0.05233661  0.48395187 -0.7495982  ...  0.68127435  0.25478423
  0.02211505]"
"PPN 12 Persen Hambat Penjualan Mobil Baru Diundur, Ini Respons Penjual","Gabriel juga berharap kenaikan PPN tidak akan terlalu drastis dari yang direncanakan pemerintah. ""Kalau saran dari saya sih, lebih baik jangan sampai segitu kenaikannya. Kalau memang mau naik, ya lebih rendah lah dari bunga yang segitu,"" ucapnya. Ia menilai kenaikan PPN menjadi 12 persen ini akan membuat harga jual mobil membengkak sekitar Rp5 sampai Rp6 juta. Hal itu memengaruhi daya beli konsumen. Senada dengan dua pendapat sebelumnya, Andi, selaku tenaga penjual dari Toyota juga mendukung penundaan kenaikan PPN tersebut. ""Saya bisa mendukung sihstatement-nya dari Pak Luhut Binsar Pandjaitan, kan katanya menunda. Ya cukup bagus sih penundaan karena dengan sekarang kan ekonomi nggak begitu jelas nih gimana kan. Bahan sembako juga naik segala macam, kalau bisa ditunda dulu lah sampai stabil. Apalagi kita kan baru pulih dari Covid-19 gitu,"" ujarnya.",860,129,215.0,"[-0.2287446   0.78355515 -0.6784413  ...  0.6103338   0.56574875
 -0.16985646]"
"PPN 12 Persen Hambat Penjualan Mobil Baru Diundur, Ini Respons Penjual","Andi menyarankan agar pemerintah lebih memerhatikan kesejahteraan UMKM, sebab UMKM yang menjadi penyumbang terbesar pembelian mobil. Sebelumnya, Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan menjelaskan kenaikan PPN 12 persen mulai awal 2025 sedang dibahas dan ada potensi diundur karena banyak penolakan. ""Ya, hampir pasti diundur, biar dulu jalan tadi yang (stimulus). Ya, kira-kira begitulah (menunggu stimulus),"" ujar Luhut saat ditemui di Jakarta, Rabu (27/11). Dia menjelaskan gejolak penolakan kenaikan PPN 12 persen itu disebabkan masyarakat belum tahu pemerintah sedang menyiapkan stimulus. Menurut Luhut, penghitungan stimulus kemungkinan selesai sampai tiga bulan ke depan. ""Karena orang kan belum tahu kalau ada struktur ini (stimulus). Nanti biar dirapatkan dulu, (kemudian) presiden putuskan. Kira-kira berkembang di situ. PPN 12 persen itu sebelum itu jadi, harus diberikan dulu stimulus kepada rakyat yang ekonominya susah, mungkin lagi dihitung dua bulan, tiga bulan.",991,136,247.75,"[-0.75210935  0.24078302 -0.8040572  ...  0.95643437  0.7428019
  0.971197  ]"
Keluh Kesah Sales Soal PPN 12 Persen Tekan Penjualan Mobil 2025,"Sejumlah pedagang mobil baru dari berbagai merek yang berpartisipasi di pameran otomotif Gaikindo Jakarta Auto Week (GJAW) 2024 menanggapi kenaikan Pajak Pertambahan Nilai (PPN)12 persen. Sebelumnya, Luhut Binsar Pandjaitan, Ketua Dewan Ekonomi Nasional menjelaskan kenaikan PPN 12 persen mulai awal 2025 sedang dibahas dan potensi bakal diundur karena banyak penolakan. Penundaan kenaikan PPN menjadi 12 persen ini mendapat respons dari para tenaga penjual atau sales. Di antaranya Putra, tenaga penjual Suzuki yang menilai masih ada harapan di industri otomotif meski ia menilai seperti ""bom waktu"" yang sewaktu-waktu mendongrak harga jual mobil baru bila PPN 12 persen diberlakukan. ""Bagus sih, kalau memang diundur ya. Jadi mungkin pangsa pasar mobilnya akan lebih ramai lagi. Soalnya banyak konsumen yang bilang 'Wah Mas, nanti harganya naik dong, berdampak besar ya?Nanti dulu deh,' kata Putra saat ditemui, Kamis (29/11). ""Kalau misalkan memang diundur, ya kemungkinan kita masih adapositive thinking,"" ujar Putra kemudian. Selanjutnya tenaga penjual Daihatsu, Gabriel yang bersyukur dengan adanya penundaan kenaikan PPN 12 persen.",1138,161,284.5,"[ 0.28674793  0.16099039 -0.70887715 ...  0.67739993  0.46611482
  0.106734  ]"
Keluh Kesah Sales Soal PPN 12 Persen Tekan Penjualan Mobil 2025,"Ia menyebutkan kenaikan PPN membebani masyarakat yang berniat membeli mobil, dan dampaknya merugikan industri otomotif. ""Dengan naiknya harga OTR, terus naiknya harga bunga, segala macam, pasti itu merugikan juga buat kita, sebagai sales dan sebagai konsumen juga. Jadi ya, sangat bersyukur sih sebenarnya bisa diundur dulu,""ucap Gabriel. Gabriel juga berharap kenaikan PPN tidak akan terlalu drastis dari yang direncanakan pemerintah. ""Kalau saran dari saya sih, lebih baik jangan sampai segitu kenaikannya. Kalau memang mau naik, ya lebih rendah lah dari bunga yang segitu,"" ucapnya. PPN 12 persen akan mendongkrak harga jual mobil baru sekitar Rp5 juta hingga Rp6 juta. Menurut Gabriel harga itu memengaruhi daya beli konsumen. Sejalan dengan dua pendapat sebelumnya, Andi, selaku tenaga penjual dari Toyota juga mendukung penundaan tersebut. ""Saya bisa mendukung sihstatement-nya dari Pak Luhut Binsar Pandjaitan, kan katanya menunda.",938,134,234.5,"[ 0.04821442  0.46926445 -0.6222829  ...  0.43557668  0.5354897
 -0.34155214]"
Keluh Kesah Sales Soal PPN 12 Persen Tekan Penjualan Mobil 2025,"Ya cukup bagus sih penundaan karena dengan sekarang kan ekonomi nggak begitu jelas nih gimana kan. Bahan sembako juga naik segala macam, kalau bisa ditunda dulu lah sampai stabil. Apalagi kita kan baru pulih dari Covid-19 gitu,"" ujarnya. Andi menyarankan agar pemerintah lebih memerhatikan kesejahteraan UMKM, sebab UMKM yang menjadi penyumbang terbesar pembelian mobil. ""Kalau mau dinaikkan itu dilihat dulu income perkapitanya berapa, sudah cukup apa nggak. Kalau misalnya pendapatan pegawai masih segitu-segitu saja mending ditunda dulu. Kalau pendapatan pegawai dinaikkan, UMKM-nya sudah berjalan, kalau mau dinaikkan nggak apa-apa. Terus infrastruktur juga harus sudah memadai semuanya,"" imbuhnya. Di sisi lain, terdapat sales mobil Mitsubishi, Indra yang berharap kenaikan PPN 12 persen tidak jadi diberlakukan. ""Kalau saya pribadi sih, sebisa mungkin jangan sampai ada PPN 12 persen ya, karena kan berdampak ke penjualan kita gitu.",938,134,234.5,"[ 0.00823157  0.39168552 -0.5381059  ...  0.75239     0.46985677
  0.16662607]"
Keluh Kesah Sales Soal PPN 12 Persen Tekan Penjualan Mobil 2025,"Ya, harapannya tetap lah kalau bisa jangan sampai ada itu PPN 12 persen,"" tutupnya. Penerapan kenaikan Pajak Pertambahan Nilai (PPN) 12 persen yang seharusnya mulai berlaku 1 Januari 2025 akan diundur. Penundaan ketentuan tersebut disebabkan masifnya penolakan dari berbagai kalangan. Selain itu, Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan turut menyampaikan pemerintah tengah membahas stimulus seperti bantuan sosial (bansos) bagi masyarakat terdampak kenaikan pajak. ""Ya, hampir pasti diundur, biar dulu jalan tadi yang (stimulus). Ya, kira-kira begitulah (menunggu stimulus),"" ujar Luhut saat ditemui di Jakarta, Rabu (27/11). Menurut Luhut, pihak yang menolak penerapan PPN 12 persen belum mengetahui bahwa terdapat stimulus yang akan diberikan pemerintah. Untuk itu persoalan tersebut harus dirapatkan terlebih dahulu dan presiden yang akan menentukan kebijakannya. ""Karena orang kan belum tahu kalau ada struktur ini (stimulus). Nanti biar dirapatkan dulu, (kemudian) presiden putuskan.",1002,136,250.5,"[-0.58500564  0.13340174 -0.6766918  ...  0.820722    0.74436116
  0.4032333 ]"
Keluh Kesah Sales Soal PPN 12 Persen Tekan Penjualan Mobil 2025,"Kira-kira berkembang di situ. PPN 12 persen itu sebelum itu jadi, harus diberikan dulu stimulus kepada rakyat yang ekonominya susah, mungkin lagi dihitung dua bulan, tiga bulan. Ada hitungan (untuk kelas menengah),"" tutur Luhut. Dalam Undang-Undang Nomor 7 Tahun 2021 termaktub kenaikan PPN 12 persen dari saat ini berlaku 11 persen. Barang otomotif seperti mobil baru masuk dalam daftar yang bakal dibebani PPN 12 persen.",422,65,105.5,"[ 0.1597734   0.3406085  -0.56502104 ...  0.91963166  0.7040771
  0.8092484 ]"
"VIDEO: Wacana Penundaan Kenaikan PPN 12 Persen, Dasco: Tolong Sabar",DPR tengah mengkaji kemungkinan ditundanya kebijakan 12 persen yang sedianya diberlakukan Januari 2025. DPR masih menunggu keputusan resmi pemerintah terkait wacana penundaan kebijakan tersebut. Wakil Ketua DPR Sufmi Dasco Ahmad mengatakan kajian penerapan PPN 12 persen akan menilik kembali implementasinya di awal 2025 di tengah situasi dan kondisi yang berbeda dari saat undang undangnya dibuat. Kebijakan PPN 12 persen mengacu pada undang-undang nomor 7 tahun 2021 tentang harmonisasi peraturan perpajakan yang mulai berlaku sejak 2022 lalu. Politikus Gerindra tersebut meminta publik bersabar dikarenakan belum ada pengumuman resmi dari pemerintah terkait penundaan PPN 12 persen tersebut.,694,95,173.5,"[-0.16986555 -0.5241487  -0.5026423  ...  0.9385542  -0.47914279
  0.9854913 ]"
"PPN 12 Persen 2025 Ditunda, Penjualan Mobil Masih Punya Harapan","Penerapan kenaikan Pajak Pertambahan Nilai (PPN)12 persenyang seharusnya mulai berlaku 1 Januari 2025 bakal diundur. Penundaan ketentuan tersebut imbas penolakan dari berbagai kalangan. Demikian disampaikan Luhut Binsar Pandjaitan, Ketua Dewan Ekonomi Nasional. Menurut Luhut pemerintah tengah membahas stimulus seperti bantuan sosial (bansos) bagi masyarakat terdampak kenaikan pajak. ""Ya, hampir pasti diundur, biar dulu jalan tadi yang (stimulus). Ya, kira-kira begitulah (menunggu stimulus),"" ujar Luhut saat ditemui di Jakarta, Rabu (27/11), diberitakandetik. Luhut menjelaskan gerakan penolakan PPN 12 persen disebabkan masyarakat belum tahu pemerintah sedang menyiapkan stimulus. Penghitungan stimulus disebut kemungkinan selesai sampai tiga bulan ke depan. ""Karena orang kan belum tahu kalau ada struktur ini (stimulus). Nanti biar dirapatkan dulu, (kemudian) presiden putuskan.",886,113,221.5,"[-0.53316087 -0.10740292 -0.55831254 ...  0.639618    0.6641297
  0.9939426 ]"
"PPN 12 Persen 2025 Ditunda, Penjualan Mobil Masih Punya Harapan","Kira-kira berkembang di situ. PPN 12 persen itu sebelum itu jadi, harus diberikan dulu stimulus kepada rakyat yang ekonominya susah, mungkin lagi dihitung dua bulan, tiga bulan. Ada hitungan (untuk kelas menengah),"" tutur Luhut. Dalam Undang-Undang Nomor 7 Tahun 2021 termaktub kenaikan PPN 12 persen dari saat ini berlaku 11 persen. Barang otomotif seperti mobil baru masuk dalam daftar yang bakal dibebani PPN 12 persen. Selain PPN 12 persen, industri otomotif juga bakal mengalami opsen mulai 5 Januari 2025. Opsen adalah pungutan tambahan pajak yang dilakukan pemerintahan kabupaten atau kota. Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) menegaskan penjualan kendaraan roda empat dan lebih di Indonesia pada 2025 potensi terkoreksi hingga 500 unit ribuan bila PPN 12 persen dan opsen diberlakukan. Untuk diketahui, penjualan kendaraan terburuk selama 10 tahun terakhir terjadi saat situasi pandemi Covid-19 pada 2020. ""Kalau itu diberlakukan, pasti turunnya akan tajam.",987,143,246.75,"[ 0.12762271  0.25849485 -0.00164482 ...  0.77950513  0.4730014
  0.8625502 ]"
"PPN 12 Persen 2025 Ditunda, Penjualan Mobil Masih Punya Harapan","Pada tahun ini saja, kita sudah revisi target dari 1 juta unit ke 850 ribu unit. Kalau ada opsen pajak dan PPN 12 persen, bisa jadi kita akan sama dengan saat pandemi, yaitu sekitar 500 ribu,"" kata Kukuh Kumara, Sekretaris Gaikindo, Senin (25/11). Pada 2024, Gaikindo memprediksi penjualan mobil hanya bisa mencapai 850 ribu unit, itu pun setelah dikoreksi dari 1 juta unit. Penjualan mobil dalam negeri tertinggi terjadi pada 2013 sebanyak 1,2 juta unit.",455,75,113.75,"[ 0.13436496  0.45715302 -0.57238585 ...  0.60202384  0.3594188
 -0.9878178 ]"
Pemerintah Akan Gelontorkan Bansos Subsidi Listrik Sebelum PPN Naik,"Pemerintah akan menggelontorkanbantuan sosialberbentuksubsidi listrik. Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan mengatakan bansos akan digelontorkan bagi masyarakat kelas menengah dan miskin. Bansos digelontorkan sebelum pemerintah memberlakukan kenaikan PPN jadi 12 persen. Luhut mengatakan bansos berbentuk subsidi listrik dilakukan agar tak disalahgunakan masyarakat, termasuk untuk main judi. ""Karena kalau diberikan (BLT) ke rakyat takut dijudikan lagi nanti,"" katanya Rabu (27/11) seperti dikutip dari detik.com. Selain menghindari penyalahgunaan, Luhut mengatakan bansos subsidi listrik juga lebih gampang penyalurannya. ""Kalau listrik itu kan datanya lengkap. Jadi mungkin saya lagi dihitung apakah dari 1.300 sampai 1.200 watt ke bawah, ya orang-orang yang mungkin udah enggak bayar 2-3 bulan. Lagi dihitung lah,"" tambahnya. Luhut tidak mengungkap kapan bansos subsidi listrik itu akan mulai digelontorkan.",927,119,231.75,"[-0.3473139  -0.1228837  -0.38088664 ...  0.51165247  0.05734339
 -0.66965187]"
Pemerintah Akan Gelontorkan Bansos Subsidi Listrik Sebelum PPN Naik,"Ia hanya mengatakan bahwa pemberlakuan kenaikan PPN jadi 12 persen hampir pasti diundur dengan kebijakan itu. Hal itu dilakukan supaya masyarakat lebih siap dalam menghadapi dampak kenaikan PPN. ""Ya, hampir pasti diundur, biar dulu jalan tadi yang (stimulus). Ya, kira-kira begitulah (menunggu stimulus),"" ujar Luhut. Pemerintah berencana menaikkan tarif PPN menjadi 12 persen mulai tahun depan. Kenaikan dilakukan berkaitan dengan ketentuan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, PPN ditetapkan naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. Namun rencana kenaikan itu mendapatkan tentangan dari banyak kalangan. Salah satunya buruh. Mereka sudah mengeluarkan ancaman kalau pemerintah tak membatalkan rencana kenaikan itu, mereka akan melakukan aksi demonstrasi besar-besaran. """,846,118,211.5,"[-0.44555286  0.1051598  -0.66655    ...  0.87848485  0.56169826
  0.9810229 ]"
